Contig,Locus tag,Log fold change,EdgeR adjusted p-value,Mean observed counts,Mean pseudodata counts,Classification,Classification uncertainty,Essential,Product name,COG Class,COG ID, Locus tag,Essential1,Identical Sites,Query coverage,E Value, Locus tag,Essential2,% Identical Sites,Query coverage,E Value, Locus tag,Essential3,% Identical Sites,Query coverage,E Value,"No essential homolog in J2315, E264 or K96243 ",Number of homologs,DEG best hit (Accession No.),,Contig,Locus tag,Log fold change,EdgeR p-value,Mean observed counts,Mean pseudodata counts,Classification,Classification uncertainty,Essential,Product name,COG Class,COG ID, Locus tag,Essential1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000007|LAUA01000007.1,WQ49_RS13545,-1.6976044254,1.20E-04,223,833.0095,Unchanged,0.1138345792,,hypothetical protein,-,-,QU43_RS37195,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS04240,-1.6972774062,0.006708661,132,493.0825,Unchanged,0.1137973815,,NADP-dependent aryl-alcohol dehydrogenase,C,COG0667,BCAM1708,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS07075,-1.6971210888,0.0064296776,139,519.162,Unchanged,0.1137796077,,ribose ABC transporter permease,G,COG1172,BCAM2281,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000014|LAUA01000014.1,WQ49_RS14980,-1.6952722205,0.1136435136,40,149.4055,Unchanged,0.1135697248,,hypothetical protein,-,-,BCAM1301,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS19110,-1.6934052245,0.006122093,117,435.9005,Unchanged,0.1133584181,,hypothetical protein,-,-,BCAM0468,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03385,-1.6931878324,0.0014498252,194,722.4975,Unchanged,0.113333855,,amidase,J,COG0154,BCAM1544,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS19200,-1.6921842698,0.1099481968,44,163.9725,Unchanged,0.1132205742,,copper resistance protein C,R,COG2372,BCAM0449,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS33130,-1.6910371873,0.0041171187,136,505.8245,Unchanged,0.1130913173,,hypothetical protein,-,-,BCAL1325,E
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS18065,-1.6890301076,0.0095707259,98,364.064,Unchanged,0.112865728,,glutamine amidotransferase,K,COG4977,BCAM0675,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03005,-1.6873933544,0.0202586599,101,374.7685,Unchanged,0.1126823023,,glnQ,E,COG1126,BCAM1469,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS29520,-1.684503698,0.006501554,122,451.747,Unchanged,0.1123596482,,LysR family transcriptional regulator,K,COG0583,BCAL2033,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03940,-1.6843817395,0.0017660458,187,692.2,Unchanged,0.1123460635,,MFS transporter,G,COG2814,BCAM1651,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS09805,-1.6820728081,0.0172994848,113,417.719,Unchanged,0.1120893823,,ABC transporter substrate-binding protein,ET,COG0834,BCAS0291,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS25725,-1.681829757,0.0131953968,110,406.57,Unchanged,0.1120624183,,AP endonuclease,G,COG4130,BCAL0918,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS05620,-1.6776583941,0.0013076908,197,725.835,Unchanged,0.1116012932,,MFS transporter,G,COG2814,BCAM1993,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03065,-1.6773711293,0.132556576,48,177.0225,Unchanged,0.1115696516,,hypothetical protein,-,-,BCAM1482,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS19390,-1.6770491712,0.0144597555,89,327.9235,Unchanged,0.111534206,,alkaline phosphatase,KG,COG1349,BCAM0412,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS07385,-1.6762643503,5.12E-04,233,857.5925,Unchanged,0.1114478794,,oxygen-dependent choline dehydrogenase,E,COG2303,BCAM2343,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS05760,-1.6758103319,0.0109030105,132,485.7945,Unchanged,0.1113979895,,AraC family transcriptional regulator,K,COG2207,BCAM2019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS18645,-1.6748133108,0.0983673457,47,173.0255,Unchanged,0.1112885599,,biopolymer transporter protein ExbD,U,COG0848,BCAM0561,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS04565,-1.6742388597,0.0068528619,145,533.049,Unchanged,0.1112255901,,peptide ABC transporter permease,EP,COG0601,BCAM1771,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS19505,-1.6740426962,0.0196259867,87,319.8855,Unchanged,0.1112041006,,hypothetical protein,-,-,BCAM0391,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS33055,-1.6740049902,0.0040639574,144,529.274,Unchanged,0.1111999707,,alcohol dehydrogenase,C,COG1454,BCAL1340,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS20395,-1.6736681385,0.0039979506,136,499.7735,Unchanged,0.1111630871,,hypothetical protein,S,COG2327,BCAM0205,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000007|LAUA01000007.1,WQ49_RS13390,-1.6727435863,1.74E-06,359,1317.9425,Unchanged,0.1110619562,,hypothetical protein,S,COG4278,BCAL0108,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS18460,-1.6718196364,7.48E-04,168,616.5075,Unchanged,0.110961042,,MFS transporter,G,COG2814,BCAM0597,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS29695,-1.670729355,0.0042450662,136,498.7465,Unchanged,0.1108421547,,2-dehydropantoate 2-reductase,H,COG1893,BCAL2000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS18165,-1.6706877368,0.0037594311,129,473.084,Unchanged,0.1108376207,,NAD/NADP octopine/nopaline dehydrogenase alpha-helical domain protein,C,COG0240,BCAM0655,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS06580,-1.6704756306,0.0258040457,100,366.7375,Unchanged,0.110814518,,SAM-dependent methyltransferase,H,COG2226,BCAM2185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS33625,-1.6703766445,0.0287116066,87,319.0795,Unchanged,0.1108037391,,NAD-dependent dehydratase,MG,COG0702,BCAL1216,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000004|LAUA01000004.1,WQ49_RS12315,-1.6697584162,0.0857552189,68,249.3445,Unchanged,0.1107364572,,30S ribosomal protein S17,J,COG0186,BCAL0243,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS10425,-1.6691970998,0.0323820247,90,329.801,Unchanged,0.1106754272,,oxidoreductase,R,COG4221,BCAS0172,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000009|LAUA01000009.1,WQ49_RS14215,-1.6691090882,0.0138594653,168,615.3675,Unchanged,0.1106658631,,hypothetical protein,-,-,pBCA045,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS19260,-1.6664050593,0.0075678236,118,431.481,Unchanged,0.1103726802,,sodium/hydrogen exchanger,P,COG0530,BCAM0437,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS07260,-1.6660909455,0.0048646991,158,577.526,Unchanged,0.1103387056,,oxidoreductase FAD-dependent,C,COG1018,BCAM2318,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS22500,-1.6647731917,0.0384179043,71,259.4365,Unchanged,0.1101963652,,membrane protein,S,COG2860,BCAM2631,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS06990,-1.6645336434,0.0158042063,123,449.1625,Unchanged,0.1101705224,,LysR family transcriptional regulator,K,COG0583,BCAM2264,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03170,-1.6644377478,0.0069481149,144,525.7625,Unchanged,0.1101601798,,Fis family transcriptional regulator,T,COG2204,BCAM1504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS09365,-1.6640517407,0.0686965804,74,270.2505,Unchanged,0.1101185643,,TetR family transcriptional regulator,-,-,BCAS0380,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03925,-1.6626737819,0.0055412096,157,572.5155,Unchanged,0.1099702181,,"N5,N10-methylene tetrahydromethanopterin reductase",C,COG2141,BCAM1648,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS32010,-1.6624432885,1.72E-04,239,871.258,Unchanged,0.1099454363,,membrane protein,P,COG0659,BCAL1546,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS30000,-1.6617265465,0.0290430711,86,313.5225,Unchanged,0.1098684337,,phosphate transport regulator,P,COG1392,BCAL1940,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS09710,-1.6616848072,0.0033201323,168,612.193,Unchanged,0.1098639522,,pilus assembly protein CpaF,U,COG4962,BCAS0310,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS10075,-1.6610336545,0.0563163276,81,295.1765,Unchanged,0.1097940783,,membrane protein,M,COG2885,BCAS0237,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS06650,-1.6597593028,0.0227851407,107,389.4885,Unchanged,0.1096575429,,membrane protein,O,COG0330,BCAM2199,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS07660,-1.658804278,0.0036165798,181,658.2205,Unchanged,0.1095554049,,HPr kinase,S,COG3395,BCAM2396,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS07125,-1.6583265068,0.011663463,132,479.95,Unchanged,0.1095043675,,alpha/beta hydrolase,I,COG0657,BCAM2291,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS25750,-1.6579241238,0.0022059664,171,621.5,Unchanged,0.1094614139,,pyridine nucleotide-disulfide oxidoreductase,C,COG1251,BCAL0923,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS30965,-1.6578015242,0.0086976439,123,447.091,Unchanged,0.1094483323,,GntR family transcriptional regulator,K,COG0583,BCAL1753,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS19170,-1.6574364369,0.0032991829,129,468.7575,Unchanged,0.1094093919,,thiamine biosynthesis protein ThiJ,K,COG4977,BCAM0456,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000009|LAUA01000009.1,WQ49_RS14220,-1.657427168,8.24E-04,322,1169.704,Unchanged,0.1094084035,,conjugal transfer protein TraI,-,-,pBCA044,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS34875,-1.6563198094,0.0087844533,129,468.4005,Unchanged,0.1092904346,,GTPase RsgA,R,COG1162,BCAL2921,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS31330,-1.6557230602,0.0062762253,141,511.729,Unchanged,0.1092269494,,fimbrial protein,NU,COG3539,BCAL1680,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS26740,-1.6553603239,0.0111294496,123,446.336,Unchanged,0.1091883897,,LysR family transcriptional regulator,K,COG0583,BCAL2692,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS10350,-1.655135761,0.0670136494,76,275.841,Unchanged,0.1091645294,,lysine transporter LysE,E,COG1280,BCAS0187,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS08805,-1.6545512241,0.0636679865,71,257.601,Unchanged,0.109102462,,hypothetical protein,R,COG0790,BCAS0627,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS30910,-1.6538986562,0.0205432131,98,355.2995,Unchanged,0.1090332402,,hypothetical protein,R,COG3393,BCAL1762,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000007|LAUA01000007.1,WQ49_RS13065,-1.6537327495,5.48E-06,339,1228.226,Unchanged,0.1090156531,,fatty-acid CoA ligase,IQ,COG0318,BCAL0046,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS30470,-1.6533229014,0.0121910491,111,402.237,Unchanged,0.1089722271,,ABC transporter permease,R,COG0390,BCAL1847,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS09095,-1.6529082904,0.0118088906,130,470.909,Unchanged,0.1089283258,,sugar ABC transporter permease,G,COG1172,BCAS0439,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS17925,-1.6527199837,0.0294908365,75,271.7515,Unchanged,0.1089083965,,glutathione S-transferase,O,COG0625,BCAM0703,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS07190,-1.6498276041,0.0037993033,161,581.8955,Unchanged,0.1086030471,,amine dehydrogenase,S,COG3391,BCAM2304,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS30780,-1.647687051,0.0031207437,165,595.475,Unchanged,0.1083779876,,hypothetical protein,-,-,BCAL1786,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS23005,-1.6460008916,0.0028765517,141,508.2845,Unchanged,0.1082012522,,methionine ABC transporter ATP-binding protein,P,COG1135,BCAM2529,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03565,-1.6450003386,0.0021006116,211,759.965,Unchanged,0.108096607,,fumarate reductase,C,COG1053,BCAM1577,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS24480,-1.6434484756,0.001612474,193,694.4035,Unchanged,0.1079346371,,adenosylmethionine--8-amino-7-oxononanoate aminotransferase BioA,H,COG0161,BCAL0667,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS07005,-1.6412233335,0.0127605175,126,452.743,Unchanged,0.1077031061,,amidohydrolase,R,COG2159,BCAM2267,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS08280,-1.6401643094,0.0054373177,165,592.3635,Unchanged,0.1075932052,,dihydropyrimidine dehydrogenase subunit A,ER,COG0493,BCAS0734,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS19230,-1.6394626056,0.0283769255,79,283.6015,Unchanged,0.1075204894,,transcriptional regulator,TK,COG0745,BCAM0443,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS16725,-1.6391114674,4.91E-05,253,907.4725,Unchanged,0.1074841329,,TonB-dependent receptor,P,COG1629,BCAM0948,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS31115,-1.6383326241,4.28E-04,241,863.9795,Unchanged,0.107403566,,cobalamin biosynthesis protein,H,COG1010,BCAL1723,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS25680,-1.6377629993,0.0148496045,107,383.5905,Unchanged,0.107344706,,16S rRNA maturation RNase YbeY,R,COG0319,BCAL0909,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03490,-1.6370968266,0.033351292,101,361.9215,Unchanged,0.1072759385,,arginine ABC transporter ATP-binding protein,-,-,QU43_RS62185,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS17445,-1.6350822511,0.0123389378,109,390.025,Unchanged,0.1070684302,,"catechol 1,2-dioxygenase",Q,COG3485,BCAM0804,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000001|LAUA01000001.1,WQ49_RS01700,-1.634941671,6.15E-04,209,747.5305,Unchanged,0.1070539752,,glycerol acyltransferase,I,COG0204,BCAL3137,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS23970,-1.6340654945,0.0017765264,167,597.004,Unchanged,0.1069639579,,flagellar basal body P-ring biosynthesis proteinFlgA,NO,COG1261,BCAL0563,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS06980,-1.6337355543,9.31E-05,317,1132.748,Unchanged,0.1069300934,,aldehyde oxidase,C,COG1529,BCAM2262,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS21270,-1.6332309666,0.0037767338,135,482.397,Unchanged,0.1068783384,,butanediol dehydrogenase,ER,COG1063,BCAM0035,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS06225,-1.6321299718,0.0043264253,167,596.205,Unchanged,0.1067655577,,acyl-CoA dehydrogenase,I,COG1960,BCAM2114,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS08780,-1.6308743546,6.56E-07,515,1836.436,Unchanged,0.1066371839,,chemotaxis protein,NT,COG1352,BCAS0632,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS09645,-1.6304921256,0.0164283446,126,449.3995,Unchanged,0.1065981568,,LacI family transcriptional regulator,K,COG1609,BCAS0323,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS30695,-1.6301359559,0.0070584803,137,488.4775,Unchanged,0.1065618123,,4-phosphoerythronate dehydrogenase,CHR,COG1052,BCAL1803,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS18695,-1.6295012636,0.0344672338,82,292.354,Unchanged,0.1064970987,,aldolase,G,COG0235,BCAM0551,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS18075,-1.6293158742,0.0104956731,108,384.919,Unchanged,0.1064782089,,IclR family transcriptional regulator,K,COG1414,BCAM0673,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS22005,-1.627791279,0.2821798986,25,89.206,Unchanged,0.1063230792,,hypothetical protein,-,-,QU43_RS68105,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS09165,-1.6270652967,0.0173166156,125,444.7735,Unchanged,0.1062493443,,ABC transporter ATP-binding protein,-,-,QU43_RS70785,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000009|LAUA01000009.1,WQ49_RS14135,-1.6261481339,0.116008444,68,241.916,Unchanged,0.1061563162,,hypothetical protein,-,-,pBCA064,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS07570,-1.6253754046,2.51E-04,281,998.3335,Unchanged,0.1060780455,,x-prolyl-dipeptidyl aminopeptidase,R,COG2936,BCAM2378,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS32920,-1.62461656,0.3409367629,26,92.553,Unchanged,0.1060012768,,hypothetical protein,-,-,QU43_RS43330,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS09310,-1.6239388189,0.0097249681,150,532.504,Unchanged,0.1059327929,,ABC transporter,-,-,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS05445,-1.6235953704,0.0024455319,190,674.279,Unchanged,0.1058981171,,nitrate ABC transporter ATP-binding protein,P,COG1116,BCAM1957,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS33535,-1.6231591337,0.0938221397,61,216.5795,Unchanged,0.105854101,,heat-shock protein Hsp20,O,COG0071,BCAL1234,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS08970,-1.62286207,0.00533911,173,613.648,Unchanged,0.1058241452,,sugar transporter,G,COG0738,BCAS0595,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS08305,-1.6215673101,0.0049308754,165,584.7605,Unchanged,0.1056937508,,thymidine phosphorylase,F,COG0213,BCAS0729,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS05650,-1.6211580196,0.0346948704,100,354.411,Unchanged,0.1056525885,,3-ketoacyl-ACP reductase,R,COG4221,BCAM1999,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS30955,-1.6207437357,0.0012393499,206,729.608,Unchanged,0.1056109519,,MFS transporter,G,COG2814,BCAL1754,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS26470,-1.6191703803,0.0029726273,175,619.1745,Unchanged,0.1054530805,,citrate synthase,C,COG0372,BCAL2746,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000014|LAUA01000014.1,WQ49_RS14910,-1.6191005557,0.0345287954,78,276.1115,Unchanged,0.1054460837,,amiE,R,COG0388,BCAM1315,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS11045,-1.6183271053,0.0146124017,141,498.614,Unchanged,0.1053686319,,Fis family transcriptional regulator,KT,COG3829,BCAS0052,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS10565,-1.6181657335,0.0374835279,96,339.541,Unchanged,0.1053524847,,ABC transporter,E,COG0411,BCAS0143,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS20970,-1.6150318359,0.0093020866,114,402.286,Unchanged,0.1050397392,,AraC family transcriptional regulator,K,COG2207,BCAM0095,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS30845,-1.6146274288,0.0070485386,136,479.731,Unchanged,0.1049994976,,(2Fe-2S)-binding protein,C,COG1018,BCAL1775,E
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000014|LAUA01000014.1,WQ49_RS14750,-1.6141002961,0.3952158941,19,67.2195,Unchanged,0.1049470835,,acyl carrier protein,IQ,COG0236,BCAM1347,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS26905,-1.6135897486,0.0098000068,129,454.7145,Unchanged,0.1048963614,,cobalamin-binding protein,P,COG0614,BCAL2660,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS26475,-1.6131477536,0.0013009244,195,687.0315,Unchanged,0.1048524838,,carnitine dehydratase,C,COG1804,BCAL2745,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03810,-1.6127972361,0.0225680465,115,405.1805,Unchanged,0.1048177098,,short-chain dehydrogenase,IQR,COG1028,BCAM1625,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS17665,-1.6118856237,0.030369467,85,299.3505,Unchanged,0.1047273636,,histidine utilization repressor,K,COG2188,BCAM0756,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS06250,-1.6103132387,6.85E-04,246,864.9605,Unchanged,0.1045718454,,carboxylesterase,I,COG2272,BCAM2119,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS02640,-1.6084357854,8.16E-04,232,814.673,Unchanged,0.1043866744,,sulfurtransferase,P,COG0607,BCAM1395,
