sgRNA,Locus_tag,Gene,Gene,Old_locus_tag,KEGG,COG,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,drug,Mean,Z_scores
1528,WQ49_RS02150,hemL,hemL,BCAL3049,Biosynthesis of secondary metabolites,Coenzyme transport and metabolism,101.842355,-0.53182704,0.205939888,-2.582438235,0.009810492,0.274028971,PHAR,,-2.685918941
1529,WQ49_RS32415,aroC,aroC,BCAL1467,Biosynthesis of amino acids,Amino acid transport and metabolism,119.2782667,0.018436119,0.189654997,0.097208718,0.922560645,0.994207867,PHAR,,-0.015157448
1530,WQ49_RS32415,aroC,aroC,BCAL1467,Biosynthesis of amino acids,Amino acid transport and metabolism,1054.768853,0.171580189,0.093015118,1.844648406,0.065088701,0.489054715,PHAR,,1.615537211
1532,WQ49_RS02150,hemL,hemL,BCAL3049,Biosynthesis of secondary metabolites,Coenzyme transport and metabolism,440.4383611,0.000915993,0.138884129,0.006595375,0.99473769,1,PHAR,,-0.146847678
1533,WQ49_RS02220,trxB,trxB,BCAL3035,Pyrimidine metabolism,"Posttranslational modification, protein turnover, chaperones",628.3346512,0.004630317,0.101992547,0.045398586,0.963789608,1,PHAR,,-0.163546142
1534,WQ49_RS02220,trxB,trxB,BCAL3035,Pyrimidine metabolism,"Posttranslational modification, protein turnover, chaperones",816.0052748,-0.194661515,0.111972346,-1.73847849,0.082126537,0.533339393,PHAR,,-1.928800526
1535,WQ49_RS34830,thyA,thyA,BCAL2912,folate transformations II,Nucleotide transport and metabolism,365.421783,-0.010275576,0.125243565,-0.082044739,0.934611137,0.996164648,PHAR,,-0.252199628
1536,WQ49_RS34830,thyA,thyA,BCAL2912,folate transformations II,Nucleotide transport and metabolism,356.0197264,-0.179367337,0.137178943,-1.307542791,0.191028432,0.722216815,PHAR,,-1.4628932
1537,WQ49_RS34830,thyA,thyA,BCAL2912,folate transformations II,Nucleotide transport and metabolism,417.1907174,-0.10425355,0.114438544,-0.911000315,0.362295208,0.846771671,PHAR,,-1.097220832
1538,WQ49_RS23545,rodA,rodA,BCAL0478,Peptidoglycan biosynthesis,"Cell cycle control, cell division, chromosome partitioning",319.2529735,-0.18859922,0.125086796,-1.507746821,0.131619337,0.637314686,PHAR,,-1.678114961
1539,WQ49_RS26005,cbbA,cbbA,BCAL2839,Biosynthesis of amino acids,Carbohydrate transport and metabolism,498.8915468,-0.118779578,0.108637408,-1.093357983,0.274236654,0.780874062,PHAR,,-1.289522501
1555,WQ49_RS00670,WQ49_RS00670,WQ49_RS00670,BCAL3348,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",562.4346868,-0.016930536,0.122032196,-0.138738276,0.889656971,0.994207867,PHAR,,-0.313370919
1556,WQ49_RS00680,WQ49_RS00680,WQ49_RS00680,BCAL3346,Others,Function unknown,208.4302337,0.30395159,0.149109122,2.038450671,0.041504883,0.467565215,PHAR,,1.895529805
1557,WQ49_RS00920,WQ49_RS00920,WQ49_RS00920,BCAL3296,Biosynthesis of secondary metabolites,Coenzyme transport and metabolism,798.7657732,-0.120319541,0.115968477,-1.037519369,0.299493874,0.787516939,PHAR,,-1.221283141
1559,WQ49_RS01650,WQ49_RS01650,WQ49_RS01650,BCAL3147,Chaperones and folding catalysts,"Posttranslational modification, protein turnover, chaperones",1403.770159,-0.098834792,0.107041173,-0.923334355,0.355832989,0.843003477,PHAR,,-1.122424148
1560,WQ49_RS01680,WQ49_RS01675,WQ49_RS01675,BCAL3141,Ribosome biogenesis,"Replication, recombination and repair",565.4573817,0.065005906,0.10684654,0.608404409,0.542919288,0.924198341,PHAR,,0.408951953
1561,WQ49_RS01710,WQ49_RS01710,WQ49_RS01710,BCAL3135,Acarbose and validamycin biosynthesis,Cell wall/membrane/envelope biogenesis,1837.702455,0.031504662,0.092323513,0.341242016,0.732921396,0.983565092,PHAR,,0.110414524
1562,WQ49_RS01810,WQ49_RS01810,WQ49_RS01810,BCAL3113,Amino sugar and nucleotide sugar metabolism,Carbohydrate transport and metabolism,1074.55922,-0.114109686,0.104960291,-1.087170066,0.276961657,0.780874062,PHAR,,-1.290206897
1563,WQ49_RS01815,WQ49_RS01815,WQ49_RS01815,BCAL3112,Lipopolysaccharide biosynthesis,Cell wall/membrane/envelope biogenesis,967.612001,-0.111960164,0.107101405,-1.045365969,0.295853859,0.787516939,PHAR,,-1.244343797
1564,WQ49_RS02245,WQ49_RS02245,WQ49_RS02245,BCAL3030,Aminoacyl-tRNA biosynthesis,"Translation, ribosomal structure and biogenesis",224.081907,0.160103093,0.167673034,0.95485296,0.339652061,0.828792731,PHAR,,0.827755571
1565,WQ49_RS02275,WQ49_RS02265,WQ49_RS02265,BCAL3025,Chromosome and associated proteins,"Cell cycle control, cell division, chromosome partitioning",277.6525224,-0.027148011,0.145288942,-0.186855318,0.851774073,0.994207867,PHAR,,-0.333534098
1566,WQ49_RS02350,WQ49_RS02345,WQ49_RS02345,BCAL3012,Purine metabolism,Nucleotide transport and metabolism,1.761765302,0.239725367,1.531728213,0.156506464,0.875633824,0.994207867,PHAR,,0.142593549
1567,WQ49_RS02355,WQ49_RS02355,WQ49_RS02355,BCAL3011,Metabolic pathways,Transcription,316.1238273,0.114934886,0.141464495,0.812464542,0.416525125,0.846771671,PHAR,,0.661820348
1568,WQ49_RS02650,WQ49_RS02650,WQ49_RS02650,BCAM1397A,Biosynthesis of secondary metabolites/cofactors,Lipid transport and metabolism,374.027729,0.215933623,0.115933608,1.862562786,0.062523804,0.489054715,PHAR,,1.678743743
1569,WQ49_RS02850,WQ49_RS02850,WQ49_RS02850,BCAM1437,Others,Transcription,164.0234063,0.200050493,0.169263325,1.181889185,0.237249674,0.760304394,PHAR,,1.055985922
1570,WQ49_RS03130,WQ49_RS03130,WQ49_RS03130,BCAM1495,Others,Signal transduction mechanisms,1095.156566,-0.107521628,0.100703346,-1.067706612,0.285652875,0.780874062,PHAR,,-1.279326243
1571,WQ49_RS03420,WQ49_RS03420,WQ49_RS03420,WQ49_03425,Others,#N/A,689.976754,-0.020034124,0.106145101,-0.188742808,0.850294399,0.994207867,PHAR,,-0.389513307
1572,WQ49_RS03740,WQ49_RS03740,WQ49_RS03740,BCAM1610,Others,"Secondary metabolites biosynthesis, transport and catabolism",639.495575,-0.096975256,0.108381732,-0.894756474,0.370917282,0.846771671,PHAR,,-1.091383751
1573,WQ49_RS04030,WQ49_RS04030,WQ49_RS04030,BCAM1668,Others,#N/A,585.8437566,-0.010023487,0.107938451,-0.092862985,0.926012413,0.994207867,PHAR,,-0.29029777
1574,WQ49_RS04135,WQ49_RS04135,WQ49_RS04135,BCAM1687,Biosynthesis of secondary metabolites,Coenzyme transport and metabolism,207.2417136,-0.113145941,0.153049171,-0.739278362,0.459737986,0.864322161,PHAR,,-0.878519918
1575,WQ49_RS04315,WQ49_RS04315,WQ49_RS04315,BCAM1723,Others,Signal transduction mechanisms,687.2081099,-0.072355024,0.101495768,-0.71288711,0.475915616,0.869885497,PHAR,,-0.922854533
1576,WQ49_RS04585,WQ49_RS04585,WQ49_RS04585,BCAM1775,Others,Function unknown,614.5318027,-0.136694107,0.108257306,-1.262677892,0.206704962,0.722216815,PHAR,,-1.459531163
1577,WQ49_RS04805,WQ49_RS04805,WQ49_RS04805,BCAM1819,Others,Amino acid transport and metabolism,0.190135949,-1.27800518,4.78458398,-0.267108945,0.78938528,0.991149753,PHAR,,-0.271563001
1578,WQ49_RS05015,WQ49_RS05015,WQ49_RS05015,BCAM1863,Others,#N/A,194.6532139,-0.155075158,0.157928037,-0.981935578,0.326131587,0.826798904,PHAR,,-1.11687555
1579,WQ49_RS05405,WQ49_RS05405,WQ49_RS05405,BCAM1950,Others,Transcription,225.638331,-0.103624688,0.159157906,-0.651080998,0.514994202,0.907659961,PHAR,,-0.784978241
1580,WQ49_RS05875,WQ49_RS05865,WQ49_RS05865,BCAM2042,Bacterial secretion system,#N/A,918.0649428,-0.050665023,0.097684409,-0.518660276,0.603997668,0.941669267,PHAR,,-0.736820011
1583,WQ49_RS07680,WQ49_RS07670,WQ49_RS07670,BCAS0676,Others,#N/A,392.7789319,-0.006573003,0.121364958,-0.054158984,0.956808499,1,PHAR,,-0.229751718
1584,WQ49_RS08550,WQ49_RS08550,WQ49_RS08550,0,Others,#N/A,304.9951562,0.318058788,0.171285363,1.856894151,0.063326215,0.489054715,PHAR,,1.732477187
1585,WQ49_RS08710,WQ49_RS08710,WQ49_RS08710,7.79E+13,Others,#N/A,496.3932661,0.175627886,0.11925196,1.472746321,0.140819451,0.655549212,PHAR,,1.2940423
1586,WQ49_RS09335,WQ49_RS09335,WQ49_RS09335,7.54E+13,Others,#N/A,545.1596319,0.003107772,0.113120677,0.027473067,0.978082421,1,PHAR,,-0.160916937
1587,WQ49_RS09345,WQ49_RS09340,WQ49_RS09340,BCAS0384,"Glycine, serine and threonine metabolism",Coenzyme transport and metabolism,393.1846257,-0.043182799,0.119085946,-0.362618766,0.71688969,0.972645634,PHAR,,-0.541571913
1588,WQ49_RS09555,WQ49_RS09555,WQ49_RS09555,BCAS0342,ABC transporters,Inorganic ion transport and metabolism,0.844264333,1.666189863,2.546858866,0.654213661,0.512974161,0.907659961,PHAR,,0.645846175
1589,WQ49_RS10035,WQ49_RS10025,WQ49_RS10025,BCAS0244,Others,#N/A,295.9685756,-0.091858975,0.138550458,-0.663000156,0.507330454,0.906299064,PHAR,,-0.816812746
1590,WQ49_RS10785,WQ49_RS10785,WQ49_RS10785,7.20E+13,Others,#N/A,1039.619253,-0.090923407,0.101687464,-0.894145682,0.37124395,0.846771671,PHAR,,-1.103717285
1591,WQ49_RS11285,WQ49_RS11285,WQ49_RS11285,BCAS0003,Others,"Cell cycle control, cell division, chromosome partitioning",569.5392164,-0.018628097,0.111683606,-0.166793478,0.867532551,0.994207867,PHAR,,-0.357607561
1592,WQ49_RS11570,WQ49_RS11570,WQ49_RS11570,BCAL0394,Base excision repair,"Replication, recombination and repair",422.5808192,-0.013966869,0.138334471,-0.100964487,0.919578651,0.994207867,PHAR,,-0.255017231
1593,WQ49_RS11660,WQ49_RS11660,WQ49_RS11660,BCAL0375,Biosynthesis of secondary metabolites,Coenzyme transport and metabolism,569.295006,0.198776757,0.118048407,1.683858014,0.092209112,0.560889961,PHAR,,1.50333203
1595,WQ49_RS12800,WQ49_RS12800,WQ49_RS12800,BCAL3524,Bacterial secretion system,#N/A,1224.157368,0.041139802,0.087760984,0.46877097,0.639233352,0.942113949,PHAR,,0.225943191
1596,WQ49_RS12975,WQ49_RS12960,WQ49_RS12960,BCAL0027,Chromosome and associated proteins,Transcription,153.0143893,-0.004291327,0.173293082,-0.024763407,0.980243679,1,PHAR,,-0.147738915
1597,WQ49_RS12990,WQ49_RS12990,WQ49_RS12990,BCAL0030,Metabolic pathways,Energy production and conversion,793.9295244,0.223605887,0.104678777,2.136114818,0.032670056,0.438601188,PHAR,,1.932531958
1598,WQ49_RS12995,WQ49_RS12995,WQ49_RS12995,BCAL0031,Metabolic pathways,Energy production and conversion,0.654275333,-0.771375322,2.410369493,-0.320023683,0.748950378,0.983663352,PHAR,,-0.328864985
1599,WQ49_RS13000,WQ49_RS13000,WQ49_RS13000,BCAL0032,Metabolic pathways,Energy production and conversion,407.4351779,0.233011443,0.126858573,1.836781201,0.066242202,0.489054715,PHAR,,1.668792516
1600,WQ49_RS13040,WQ49_RS13040,WQ49_RS13040,BCAL0040,Biosynthesis of secondary metabolites/cofactors,Coenzyme transport and metabolism,619.1913138,0.132582331,0.104613566,1.267353135,0.205029049,0.722216815,PHAR,,1.063643371
1601,WQ49_RS13045,WQ49_RS13045,WQ49_RS13045,BCAL0041,Homologous recombination,"Replication, recombination and repair",394.4251564,-0.168290744,0.131737734,-1.277468027,0.201437061,0.722216815,PHAR,,-1.439234927
1602,WQ49_RS13280,WQ49_RS13280,WQ49_RS13280,BCAL0086,Others,#N/A,278.6123793,-0.016375726,0.139891002,-0.117060611,0.906812023,0.994207867,PHAR,,-0.26939925
1603,WQ49_RS14005,WQ49_RS14005,WQ49_RS14005,pBCA094,Others,Function unknown,378.6077467,-0.155250698,0.137351124,-1.13031982,0.258341486,0.76737149,PHAR,,-1.285475484
1604,WQ49_RS14200,WQ49_RS14200,WQ49_RS14200,8.01E+13,Others,#N/A,824.0234686,-0.198437921,0.107423244,-1.84725311,0.064710465,0.489054715,PHAR,,-2.045634802
1605,WQ49_RS14675,WQ49_RS14675,WQ49_RS14675,BCAM1362,beta-Lactam resistance,Cell wall/membrane/envelope biogenesis,397.9137654,0.133050275,0.128130534,1.038396318,0.299085583,0.787516939,PHAR,,0.87207527
1606,WQ49_RS15060,WQ49_RS15055,WQ49_RS15055,BCAM1285,Others,#N/A,460.1134112,0.181972846,0.115628592,1.573770322,0.115540558,0.619207649,PHAR,,1.389466383
1607,WQ49_RS15825,WQ49_RS15825,WQ49_RS15825,BCAM1131,Others,Transcription,442.2059327,-0.02976311,0.115493879,-0.257702918,0.796636194,0.991149753,PHAR,,-0.44222183
1608,WQ49_RS16220,WQ49_RS16220,WQ49_RS16220,BCAM1050,Others,#N/A,478.3523299,-0.084840242,0.103795805,-0.817376405,0.413713355,0.846771671,PHAR,,-1.022691108
1609,WQ49_RS16915,WQ49_RS16915,WQ49_RS16915,BCAM0913,Others,"Posttranslational modification, protein turnover, chaperones",390.5600173,-0.037433738,0.120640669,-0.310291199,0.756339524,0.986996258,PHAR,,-0.486938137
1611,WQ49_RS18170,WQ49_RS18170,WQ49_RS18170,BCAM0654,Others,Transcription,239.07717,-0.232491472,0.152063316,-1.528912291,0.126286189,0.634269819,PHAR,,-1.669056577
1612,WQ49_RS18210,WQ49_RS18210,WQ49_RS18210,BCAM0646,Others,General function prediction only,250.8262057,0.365410658,0.142369709,2.566632042,0.010269152,0.274028971,PHAR,,2.416945673
1613,WQ49_RS18505,WQ49_RS18505,WQ49_RS18505,BCAM0588,Others,Transcription,0.281816661,-1.267062748,3.876540379,-0.326854005,0.743778311,0.983663352,PHAR,,-0.332351382
1614,WQ49_RS19375,WQ49_RS19375,WQ49_RS19375,BCAM0414,Others,#N/A,286.708205,-0.227992565,0.145760795,-1.564155613,0.117781028,0.624051326,PHAR,,-1.710359569
1615,WQ49_RS20045,WQ49_RS20045,WQ49_RS20045,BCAM0279,Others,#N/A,363.6875474,0.025492231,0.141849452,0.179713283,0.857377665,0.994207867,PHAR,,0.029477913
1616,WQ49_RS22430,WQ49_RS22425,WQ49_RS22425,BCAM2647,Others,Function unknown,511.4917801,-0.100693098,0.111507847,-0.903013559,0.366518699,0.846771671,PHAR,,-1.094128403
1617,WQ49_RS23265,WQ49_RS23265,WQ49_RS23265,BCAL0423a,Ribosome biogenesis,#N/A,761.2973247,-0.027983336,0.130227937,-0.21487967,0.829861136,0.991149753,PHAR,,-0.378522014
1618,WQ49_RS23510,WQ49_RS23500,WQ49_RS23500,BCAL0472,Others,Signal transduction mechanisms,490.8212042,-0.28249436,0.113047344,-2.498903113,0.012457837,0.298988077,PHAR,,-2.687415325
1619,WQ49_RS23700,WQ49_RS23700,WQ49_RS23700,BCAL0509,2'-deoxymugineic acid phytosiderophore biosynthesis,Coenzyme transport and metabolism,415.6824253,0.110627336,0.119085959,0.928970443,0.352904404,0.839669099,PHAR,,0.750017316
1620,WQ49_RS24230,WQ49_RS24230,WQ49_RS24230,BCAL0616,Others,Function unknown,459.802511,0.104502881,0.121834753,0.85774279,0.391034506,0.846771671,PHAR,,0.682827142
1621,WQ49_RS24420,WQ49_RS24420,WQ49_RS24420,BCAL0655,Others,Inorganic ion transport and metabolism,236.3129529,0.123987823,0.161013152,0.770047796,0.441271541,0.851818027,PHAR,,0.637693361
1622,WQ49_RS24600,WQ49_RS24600,WQ49_RS24600,BCAL0691,Lipopolysaccharide biosynthesis,Cell wall/membrane/envelope biogenesis,166.3214771,0.137029452,0.182867316,0.749338129,0.453653432,0.860644408,PHAR,,0.632801148
1623,WQ49_RS24810,WQ49_RS24810,WQ49_RS24810,BCAL0734,Ascorbate and aldarate metabolism,Carbohydrate transport and metabolism,158.4411102,0.174170982,0.180239137,0.966332758,0.333877699,0.828792731,PHAR,,0.848096479
1624,WQ49_RS24980,WQ49_RS24980,WQ49_RS24980,BCAL0768,Others,Function unknown,405.779396,-0.034161205,0.121570342,-0.280999496,0.778710787,0.991149753,PHAR,,-0.45629558
1625,WQ49_RS25115,WQ49_RS25115,WQ49_RS25115,BCAL0795,Metabolic pathways,Coenzyme transport and metabolism,270.0570516,0.043904771,0.137162081,0.320094085,0.748897009,0.983663352,PHAR,,0.164724578
1626,WQ49_RS25270,WQ49_RS25265,WQ49_RS25265,BCAL0827,DNA Replication,"Replication, recombination and repair",320.8337985,-0.025769138,0.140480403,-0.183435824,0.854456069,0.994207867,PHAR,,-0.335135309
1627,WQ49_RS25515,WQ49_RS25510,WQ49_RS25510,BCAL0876,Biosynthesis of secondary metabolites,General function prediction only,271.7059655,-0.063760758,0.132871982,-0.479866083,0.63132262,0.942113949,PHAR,,-0.640252076
1628,WQ49_RS25605,WQ49_RS25605,WQ49_RS25605,BCAL0894,Others,Cell wall/membrane/envelope biogenesis,118.7413613,0.213295743,0.181870181,1.172791174,0.240879558,0.760304394,PHAR,,1.055615259
1629,WQ49_RS26025,WQ49_RS26010,WQ49_RS26010,BCAL2835,Others,"Translation, ribosomal structure and biogenesis",0.675019245,2.668299162,2.473991362,1.078540209,0.280792748,0.780874062,PHAR,,1.069926273
1632,WQ49_RS26370,WQ49_RS26370,WQ49_RS26370,BCAL2766,Others,#N/A,494.351776,-0.065978779,0.130235005,-0.506613252,0.612426208,0.941669267,PHAR,,-0.670246715
1633,WQ49_RS26380,WQ49_RS26380,WQ49_RS26380,BCAL2764,Peptidoglycan biosynthesis,General function prediction only,374.7366774,-0.011538197,0.119945695,-0.096195175,0.923365563,0.994207867,PHAR,,-0.273865619
1635,WQ49_RS26645,WQ49_RS26640,WQ49_RS26640,BCAL2710,Biosynthesis of antibiotics,Cell wall/membrane/envelope biogenesis,253.9126752,0.016477413,0.142862557,0.115337519,0.908177601,0.994207867,PHAR,,-0.033832462
1636,WQ49_RS26820,WQ49_RS26825,WQ49_RS26825,BCAL2677,ABC transporters,General function prediction only,112.269309,0.36012367,0.211582123,1.702051499,0.088745715,0.556677665,PHAR,,1.601330302
1637,WQ49_RS26855,WQ49_RS26850,WQ49_RS26850,BCAL2670,lipoprotein posttranslational modification,Cell wall/membrane/envelope biogenesis,1209.566279,-0.030455157,0.090072732,-0.338117384,0.735274731,0.983565092,PHAR,,-0.574712902
1639,WQ49_RS27090,WQ49_RS27090,WQ49_RS27090,BCAL2622,Oxidative phosphorylation,Energy production and conversion,170.8024635,0.309447601,0.170234564,1.817771871,0.069099008,0.489054715,PHAR,,1.692586924
1640,WQ49_RS27545,WQ49_RS27545,WQ49_RS27545,BCAL2406,Others,Cell wall/membrane/envelope biogenesis,343.0674709,-0.023625595,0.150875951,-0.156589533,0.875568352,0.994207867,PHAR,,-0.297836728
1641,WQ49_RS27805,WQ49_RS27805,WQ49_RS27805,BCAL2356,Glycerophospholipid metabolism,Lipid transport and metabolism,627.1873507,0.009757324,0.110078439,0.088639741,0.929368224,0.994207867,PHAR,,-0.104956798
1642,WQ49_RS27860,WQ49_RS27855,WQ49_RS27855,BCAL2345,Bacterial secretion system,"Intracellular trafficking, secretion, and vesicular transport",248.3264589,0.120209284,0.153614386,0.782539233,0.433897738,0.851818027,PHAR,,0.643810007
1643,WQ49_RS27870,WQ49_RS27870,WQ49_RS27870,BCAL2344,Metabolic pathways,Energy production and conversion,370.1621465,0.166104714,0.141040258,1.177711362,0.238911696,0.760304394,PHAR,,1.026614043
1644,WQ49_RS27875,WQ49_RS27875,WQ49_RS27875,BCAL2343,Metabolic pathways,Energy production and conversion,300.9230666,0.10649196,0.138503682,0.768874579,0.44196777,0.851818027,PHAR,,0.615010042
1645,WQ49_RS27890,WQ49_RS27890,WQ49_RS27890,BCAL2340,Metabolic pathways,Energy production and conversion,371.7584024,0.159462699,0.121715425,1.310127281,0.190152781,0.722216815,PHAR,,1.135040148
1646,WQ49_RS28490,WQ49_RS28490,WQ49_RS28490,BCAL2224,"Alanine, aspartate and glutamate metabolism",Amino acid transport and metabolism,345.3241215,0.047988487,0.12475563,0.384659892,0.700489414,0.968373244,PHAR,,0.213839507
1648,WQ49_RS28655,WQ49_RS28655,WQ49_RS28655,BCAL2195,Others,"Posttranslational modification, protein turnover, chaperones",726.4490694,0.212291933,0.101177843,2.098205773,0.035886972,0.440213521,PHAR,,1.887578582
1649,WQ49_RS28705,WQ49_RS28705,WQ49_RS28705,BCAL2186,ABC transporters,Cell wall/membrane/envelope biogenesis,559.0366803,0.146816368,0.109388947,1.342149924,0.179547389,0.703212806,PHAR,,1.147333123
1650,WQ49_RS28730,WQ49_RS28730,WQ49_RS28730,BCAL2181,Metabolic pathways,Nucleotide transport and metabolism,125.2624831,0.018278666,0.19650137,0.093020551,0.925887235,0.994207867,PHAR,,-0.015430626
1651,WQ49_RS28900,WQ49_RS28900,WQ49_RS28900,BCAL2146,2-Oxocarboxylic acid metabolism,Amino acid transport and metabolism,745.5410969,-0.193935808,0.094902812,-2.043520151,0.041000975,0.467565215,PHAR,,-2.268074139
1652,WQ49_RS29015,WQ49_RS29015,WQ49_RS29015,BCAL2126,Aminoacyl-tRNA biosynthesis,"Translation, ribosomal structure and biogenesis",504.645641,0.042858591,0.114571641,0.374076783,0.708347192,0.970242307,PHAR,,0.188072597
1653,WQ49_RS29105,WQ49_RS29105,WQ49_RS29105,BCAL2115A,Others,"Posttranslational modification, protein turnover, chaperones",1600.008196,0.183233844,0.103626561,1.768213119,0.077025282,0.519172639,PHAR,,1.562563094
1654,WQ49_RS29195,WQ49_RS29195,WQ49_RS29195,BCAL2098,Others,"Cell cycle control, cell division, chromosome partitioning",55.02819892,0.006200581,0.269751964,0.022986231,0.981661256,1,PHAR,,-0.05601525
1655,WQ49_RS29205,WQ49_RS29205,WQ49_RS29205,BCAL2096,Base excision repair,"Replication, recombination and repair",794.853614,0.03185423,0.093369252,0.341164025,0.732980105,0.983565092,PHAR,,0.11292181
1656,WQ49_RS29235,WQ49_RS29235,WQ49_RS29235,BCAL2090,Others,"Translation, ribosomal structure and biogenesis",1082.152746,0.03565049,0.091352381,0.390252441,0.696349887,0.968373244,PHAR,,0.156971112
1657,WQ49_RS29380,WQ49_RS29380,WQ49_RS29380,BCAL2061,Drug metabolism - other enzymes,Nucleotide transport and metabolism,1125.041613,0.21278024,0.113567424,1.873602764,0.060985197,0.489054715,PHAR,,1.685953841
1658,WQ49_RS29605,WQ49_RS29605,WQ49_RS29605,BCAL2016,Biosynthesis of antibiotics,Lipid transport and metabolism,323.9958123,0.045415931,0.137534398,0.33021507,0.741237461,0.983565092,PHAR,,0.175266162
1659,WQ49_RS29725,WQ49_RS29725,WQ49_RS29725,BCAL1994,Others,"Posttranslational modification, protein turnover, chaperones",1131.235785,0.161272173,0.09946343,1.621421795,0.10492721,0.597111544,PHAR,,1.407164104
1661,WQ49_RS29995,WQ49_RS29995,WQ49_RS29995,BCAL1941,DNA Replication,"Replication, recombination and repair",1072.387822,0.342946423,0.133890034,2.561403655,0.010425015,0.274028971,PHAR,,2.402237179
1662,WQ49_RS30075,WQ49_RS30065,WQ49_RS30065,BCAL1925,Biosynthesis of amino acids,Amino acid transport and metabolism,1155.721733,0.096637464,0.101226189,0.954668603,0.339745312,0.828792731,PHAR,,0.744142008
1663,WQ49_RS30205,WQ49_RS30205,WQ49_RS30205,BCAL1899,DNA Replication,"Replication, recombination and repair",1210.195119,0.247400617,0.105925362,2.335612672,0.019511438,0.398900501,PHAR,,2.13442568
1664,WQ49_RS30265,WQ49_RS30265,WQ49_RS30265,BCAL1887,Biosynthesis of antibiotics,Nucleotide transport and metabolism,583.3154618,-0.004560679,0.134331171,-0.033951013,0.972916214,1,PHAR,,-0.192594794
1665,WQ49_RS30280,WQ49_RS30280,WQ49_RS30280,BCAL1884,Biosynthesis of antibiotics,Lipid transport and metabolism,1392.098791,0.085631666,0.101102804,0.846976175,0.397008401,0.846771671,PHAR,,0.636192656
1666,WQ49_RS30300,WQ49_RS30300,WQ49_RS30300,BCAL1880,Others,General function prediction only,1100.139162,0.01705738,0.128622141,0.132616202,0.894496918,0.994207867,PHAR,,-0.033069151
1667,WQ49_RS30305,WQ49_RS30305,WQ49_RS30305,BCAL1879,RNA degradation,General function prediction only,567.8319972,0.175333393,0.114820649,1.527019702,0.126756112,0.634269819,PHAR,,1.341418897
1668,WQ49_RS30405,WQ49_RS30405,WQ49_RS30405,2.05E+13,Others,#N/A,519.3668987,-0.176780401,0.122525904,-1.442800218,0.149076758,0.662903563,PHAR,,-1.616729192
1669,WQ49_RS31200,WQ49_RS31195,WQ49_RS31195,BCAL1707,Metabolic pathways,#N/A,1532.569636,-0.080787962,0.081808846,-0.987521098,0.323387245,0.826434071,PHAR,,-1.248016214
1670,WQ49_RS31260,WQ49_RS31260,WQ49_RS31260,BCAL1695,ABC transporters,"Secondary metabolites biosynthesis, transport and catabolism",826.6049996,0.090408728,0.093973378,0.962067452,0.336015722,0.828792731,PHAR,,0.735292537
1671,WQ49_RS31470,WQ49_RS31470,WQ49_RS31470,BCAL1651,Others,Signal transduction mechanisms,0.08237342,0,5.770684076,0,1,1,PHAR,,-0.003692943
1672,WQ49_RS31685,WQ49_RS31685,WQ49_RS31685,BCAL1611,Metabolic pathways,Nucleotide transport and metabolism,0.062320166,-1.285262015,5.761433893,-0.223080233,0.823473063,0.991149753,PHAR,,-0.226779105
1673,WQ49_RS31780,WQ49_RS31760,WQ49_RS31760,BCAL1590,Others,#N/A,0.740135812,0.253497209,2.062013074,0.122936761,0.902157175,0.994207867,PHAR,,0.11260181
1674,WQ49_RS32505,WQ49_RS32505,WQ49_RS32505,BCAL1448,Aminoacyl-tRNA biosynthesis,"Translation, ribosomal structure and biogenesis",236.9156485,0.338531298,0.14799173,2.287501461,0.02216657,0.409063492,PHAR,,2.14350149
1675,WQ49_RS32510,WQ49_RS32510,WQ49_RS32510,BCAL1447,Amino sugar and nucleotide sugar metabolism,Cell wall/membrane/envelope biogenesis,1129.426225,-0.109048375,0.101799682,-1.071205461,0.284077057,0.780874062,PHAR,,-1.280546044
1676,WQ49_RS32685,WQ49_RS32685,WQ49_RS32685,BCAL1413,Aminoacyl-tRNA biosynthesis,"Translation, ribosomal structure and biogenesis",339.8974258,0.27084438,0.13433866,2.016131318,0.043786246,0.48058255,PHAR,,1.857496382
1677,WQ49_RS33435,WQ49_RS33435,WQ49_RS33435,BCAL1254,DNA Replication,"Replication, recombination and repair",495.4134331,0.113416993,0.11622328,0.975854345,0.329136649,0.826798904,PHAR,,0.792493448
1678,WQ49_RS34105,WQ49_RS34105,WQ49_RS34105,BCAL1103,Others,#N/A,621.2202858,-0.119522228,0.111179382,-1.075039513,0.282357038,0.780874062,PHAR,,-1.266718982
1679,WQ49_RS34545,WQ49_RS34545,WQ49_RS34545,BCAL2857,Others,Function unknown,577.1791436,-0.064917022,0.115218482,-0.563425426,0.573145228,0.937141708,PHAR,,-0.748385378
1680,WQ49_RS34550,WQ49_RS34550,WQ49_RS34550,BCAL2858,Others,"Translation, ribosomal structure and biogenesis",1347.356239,0.004686383,0.09260667,0.050605246,0.959640083,1,PHAR,,-0.17951646
1682,WQ49_RS35065,WQ49_RS35065,WQ49_RS35065,BCAL2959,Biosynthesis of secondary metabolites,Coenzyme transport and metabolism,33.84126375,0.310738998,0.425554318,0.730198201,0.465269042,0.865305005,PHAR,,0.680120447
1685,WQ49_RS32205,nusA [Control],nusA [Control],BCAL1506,Others,Transcription,563.6064972,0.394395062,0.135678509,2.906835178,0.003651055,0.167948538,PHAR,,2.749766789
